timestamp,price,short_name
2021-12-27 09:00:00+03:00,21.04,THYAO
2021-12-27 10:00:00+03:00,21.54,THYAO
2021-12-27 11:00:00+03:00,21.2,THYAO
2021-12-27 12:00:00+03:00,21.18,THYAO
2021-12-27 13:00:00+03:00,21.14,THYAO
2021-12-27 14:00:00+03:00,20.88,THYAO
2021-12-27 15:00:00+03:00,20.86,THYAO
2021-12-27 16:00:00+03:00,21.04,THYAO
2021-12-27 17:00:00+03:00,20.78,THYAO
2021-12-27 18:00:00+03:00,20.78,THYAO
2021-12-28 09:00:00+03:00,20.86,THYAO
2021-12-28 10:00:00+03:00,21.06,THYAO
2021-12-28 11:00:00+03:00,20.94,THYAO
2021-12-28 12:00:00+03:00,20.98,THYAO
2021-12-28 13:00:00+03:00,20.92,THYAO
2021-12-28 14:00:00+03:00,20.78,THYAO
2021-12-28 15:00:00+03:00,20.78,THYAO
2021-12-28 16:00:00+03:00,20.48,THYAO
2021-12-28 17:00:00+03:00,20.6,THYAO
2021-12-28 18:00:00+03:00,20.48,THYAO
2021-12-29 09:00:00+03:00,20.08,THYAO
2021-12-29 10:00:00+03:00,20.04,THYAO
2021-12-29 11:00:00+03:00,20.7,THYAO
2021-12-29 12:00:00+03:00,20.88,THYAO
2021-12-29 13:00:00+03:00,20.86,THYAO
2021-12-29 14:00:00+03:00,20.94,THYAO
2021-12-29 15:00:00+03:00,21.1,THYAO
2021-12-29 16:00:00+03:00,21.52,THYAO
2021-12-29 17:00:00+03:00,21.2,THYAO
2021-12-29 18:00:00+03:00,21.08,THYAO
2021-12-30 09:00:00+03:00,21.42,THYAO
2021-12-30 10:00:00+03:00,21.18,THYAO
2021-12-30 11:00:00+03:00,21.1,THYAO
2021-12-30 12:00:00+03:00,20.72,THYAO
2021-12-30 13:00:00+03:00,20.56,THYAO
2021-12-30 14:00:00+03:00,20.22,THYAO
2021-12-30 15:00:00+03:00,20.36,THYAO
2021-12-30 16:00:00+03:00,20.5,THYAO
2021-12-30 17:00:00+03:00,20.3,THYAO
2021-12-30 18:00:00+03:00,20.14,THYAO
2021-12-31 09:00:00+03:00,20.3,THYAO
2021-12-31 10:00:00+03:00,20.68,THYAO
2021-12-31 11:00:00+03:00,20.7,THYAO
2021-12-31 12:00:00+03:00,20.94,THYAO
2021-12-31 13:00:00+03:00,20.5,THYAO
2021-12-31 14:00:00+03:00,20.46,THYAO
2021-12-31 15:00:00+03:00,20.32,THYAO
2021-12-31 16:00:00+03:00,20.28,THYAO
2021-12-31 17:00:00+03:00,19.98,THYAO
2021-12-31 18:00:00+03:00,20.02,THYAO
2022-01-03 09:00:00+03:00,20.18,THYAO
2022-01-03 10:00:00+03:00,20.26,THYAO
2022-01-03 11:00:00+03:00,20.72,THYAO
2022-01-03 12:00:00+03:00,20.96,THYAO
2022-01-03 13:00:00+03:00,20.9,THYAO
2022-01-03 14:00:00+03:00,20.84,THYAO
2022-01-03 15:00:00+03:00,20.96,THYAO
2022-01-03 16:00:00+03:00,21.3,THYAO
